"","class","rank","dataSetID","dataSetName","inGroups","pValue","Bonferroni","FDR","nCommonGenes","fracOfEffectiveClassSize","expectedFracOfEffectiveClassSize","enrichmentRatio","classSize","effectiveClassSize","fracOfEffectiveSetSize","effectiveSetSize","shortDataSetName","overlapGenes"
"11","blue",1,"Nowakowski 2017 Early and Late Born Excitatory Neuron PFC","Nowakowski 2017 Early and Late Born Excitatory Neuron PFC","Cell Types",8.03002404236761e-21,4.88225461775951e-18,8.13709102959918e-19,408,0.283136710617627,0.19225432067617,1.47271962274667,2189,1441,0.267716535433071,1524,"Nowakowski 2017 Early and Late Born Excitatory Neuron PFC","ACAT2,ACOT7,ACTL6B,ACTR3B,ADAM19,ADCY1,ADCY2,ADCYAP1R1,ADD1,ADD2,AGAP1,AMOTL2,AMPH,ANK3,ANXA5,AP3B2,ARPP19,ARPP21,ASRGL1,ASXL3,ATAT1,ATCAY,ATL1,ATP1A3,ATP2B4,ATP6V0E2,ATP6V1G2,ATXN10,AUTS2,AXL,B3GALT1,B3GALT2,B3GAT1,BCAT1,BCL11A,BCL11B,BCL7A,BCR,BEX1,BEX2,BEX4,BLCAP,BRD3,BRD8,C15orf41,C16orf45,C17orf58,C1QBP,CACNA1B,CACNA1E,CACNB3,CADM3,CAMKV,CAPNS1,CBLB,CBX1,CCDC28B,CD24,CDH4,CDK2AP1,CELF5,CENPC,CEP78,CFDP1,CHCHD1,CHGB,CHL1,CHMP2A,CIAPIN1,CIRBP,CKS2,CNKSR2,CNTN3,COL11A1,COPS5,CPE,CRMP1,CSMD1,CSRNP3,CTNNB1,CTNNBL1,CTNND2,CYB5R3,DAB1,DCBLD2,DCHS1,DCLK1,DCLK2,DCTN3,DCX,DGCR8,DHCR7,DISP2,DLX2,DNM3,DNMT1,DOK5,DPP6,DPY19L2,DPYSL3,DPYSL5,DTX1,EEF1D,EFR3B,EIF3E,ELAVL2,ELAVL4,ENOX1,EPHA3,EPHB1,ERC2,ERGIC1,FAM124A,FAM155A,FAM171A1,FAM192A,FAM49A,FAT4,FBXL16,FDFT1,FEZ1,FEZF2,FGF12,FGF13,FGF14,FHL1,FKBP1A,FKBP1B,FMN2,FRMD3,FSTL5,GABBR2,GABRA3,GABRB3,GAD1,GAP43,GDAP1L1,GDPD1,GGA2,GNAO1,GNG4,GPR161,GPR85,GPS1,GRIA1,GRIA3,GRIA4,GRIK2,GRM5,H1F0,H2AFZ,HAT1,HDAC2,HES6,HMGCR,HOMER2,HSBP1,HSF2,HTATSF1,ICA1L,IDI1,IGSF3,INA,IRGQ,ISLR2,ITSN1,JAKMIP1,JPH4,KCNK2,KCNQ5,KIAA1549,KIAA1549L,SHISAL1,KIAA1841,KIF5A,KIF5C,KLC1,L1CAM,LCMT1,LINGO1,LMO3,LMO4,LONRF2,LRRC7,LRRC8B,LRRN1,LRRN3,LSAMP,MAGI1,MAP3K13,MAPT,MASP1,MCTS1,MDGA1,MED4,MEIS2,MEX3A,MLLT11,MLLT3,MN1,MOB3B,MPPED1,MPPED2,MPRIP,MPZL1,MRPL21,MSRA,MTCH2,MVD,MYL6B,MYO5A,MYT1L,NAP1L1,NAP1L4,NAV1,NCAM1,NCBP1,NDN,NDST3,NECAB1,NELL2,NEO1,NETO2,NEUROD1,NEUROD2,NEUROD6,NFIA,NFIB,NFIX,NHSL1,NKAIN2,NME1,NOP16,NOVA2,NR2F1,NRCAM,NRXN1,NRXN3,NTM,NTRK3,NUDT3,NUP93,OSBPL10,OSBPL6,OTUB1,PA2G4,PAFAH1B2,PAX6,PBX1,PCDH10,PCDH11Y,PCDH17,PCDH9,PDAP1,PDCD5,PDP1,PGAP1,PHACTR1,PHACTR3,PIK3C2B,PKIA,PLEKHA5,PLXNA1,PNMA2,POU3F2,POU3F3,PPFIA2,PPIL1,PPM1G,PPP1R14C,PPP2R1A,PPP2R2B,PPP2R3A,PRDM8,PRDX4,PRKAR2B,PRMT1,PRRC2B,PSIP1,PSMB5,PSMD14,PTN,PTPRS,PTPRZ1,RAB30,RAB33A,RAB6A,RAD51C,RALA,RALYL,RBFOX1,RBFOX2,RBM8A,RFTN2,RGS17,RIMKLB,RNF157,RNF165,RNPS1,ROBO1,RORB,RPL37A,RPRM,RPS7,RRM1,RRP15,RUFY3,RUNDC3B,RUSC1,SAAL1,SATB1,SATB2,SBK1,SC5D,SCN3A,SCN3B,SDK2,SEC61A2,SEMA6C,SEMA6D,SEPT3,SEPT6,SERBP1,SESTD1,SETBP1,SEZ6,SF3B5,SFXN3,SGIP1,SH3GL2,SH3GL3,SHC3,SHISA9,SLC1A3,SLC22A23,SLC25A27,SLC2A3,SLC44A5,SLIT1,SLITRK2,SLITRK5,SMARCB1,SNAP25,SNCA,SOX12,SOX2,SOX6,SPCS3,SPIN1,SPOCK1,SQLE,SRCIN1,SREBF2,SRGAP1,SRPK1,SRRM4,SRSF12,SS18L1,SSBP3,ST8SIA2,STMN1,STMN2,STMN4,SYBU,SYT16,SYT4,TBC1D30,TBR1,TDG,TDP1,TIMM17B,TMEM97,TMOD2,TMPO,TMSB10,TNIK,TOMM22,TOX3,TP53I11,TRIM16L,TRIM16,TSHZ3,TTC3,TTC39C,TUBA1A,TUBA1B,TUBB,TUBB3,UBE2E3,UBE2QL1,UBE2R2,UBQLN4,UCHL1,UNC13A,UNC5D,UNC79,VAMP2,VASH2,VCAN,VSTM2B,WASF1,WDR13,YBX1,YWHAE,YWHAQ,ZNF32,ZNF428,ZNF704"
"12","blue",2,"Lake 2018 Ex5b","Lake 2018 Ex5b","Cell Types",1.70188817191579e-20,1.0347480085248e-17,1.47821144074971e-18,85,0.0589868147120056,0.0220764475842059,2.67193417269753,2189,1441,0.485714285714286,175,"Lake 2018 Ex5b","ADAM23,AK5,APBA2,ARPP21,BCL11A,BMPER,CABP1,CACNA1B,CACNA1C,CDH10,CHN1,CHRM3,CHSY3,CLSTN2,CNTN3,CREG2,CSMD1,CTNNA2,DCC,DCLK1,DIRAS2,DPP10,ELAVL4,EPHA5,EPHB6,ERC2,EXT1,FAM155A,FMN2,FOXP2,GABRB3,GAP43,GRIA1,GRIA3,GRM5,HECW1,SCHIP1,KALRN,KCNH7,KCNMB4,KCNQ3,KCNQ5,KIAA1549L,LMO3,LMO4,LRP1B,LRRC7,MDGA2,MICAL2,MMP16,NCAM2,NECAB1,NELL2,NGEF,NKAIN2,NRCAM,NRGN,OPCML,PHACTR1,PRICKLE2,PRKD1,PTPRT,RALYL,RBFOX1,RGS6,RYR2,SATB2,SCN3A,SCN3B,SEPT11,SHC3,SHISA9,SLC39A11,SLIT1,SNCA,SORCS1,ST6GALNAC5,STXBP5L,SV2B,SYN2,TMSB10,TRIM9,TUBA1B,UCHL1,WASF1"
"13","blue",3,"Nowakowski 2017 Early and Late Born Excitatory Neuron V1","Nowakowski 2017 Early and Late Born Excitatory Neuron V1","Cell Types",6.16787930534999e-19,3.75007061765279e-16,3.75007061765279e-17,302,0.209576682859126,0.134098650182919,1.56285452965596,2189,1441,0.284101599247413,1063,"Nowakowski 2017 Early and Late Born Excitatory Neuron V1","ACAT2,ACOT7,ACSL3,ACTL6B,ACTR3B,ADAM23,ADCY1,ADCYAP1R1,ADD2,AGAP1,AKAP12,AKR1A1,ANP32A,ANXA5,AP3B2,APBA2,ARPP21,ASNA1,ASXL3,ATAD5,ATAT1,ATP2B4,ATP6V1G2,ATXN10,AXL,B3GALT1,B3GALT2,BCL11A,BCL11B,BCL7A,BEX1,BEX2,BEX4,BHLHE22,BLCAP,BZW2,C16orf45,CACNA1E,CACNB3,CAMKV,CAPNS1,CBX1,CCT7,CD24,CDH4,CDO1,CELF5,CENPC,CHL1,CKS2,CLIP3,CNTN2,COL11A1,COPE,CRMP1,CSRNP3,CTNNA2,CTNNB1,DAB1,DACT1,DCLK2,DDAH1,DGCR8,DISP2,DLX2,DNM1,DNM3,DOK5,DPYSL3,DPYSL5,DYNLT1,EFR3B,EIF3I,EIF3L,ELAVL3,EPHA3,EPHB1,ERC2,ERI3,FABP7,FAM124A,FAM192A,FAM49A,FAT4,FDFT1,FEZ1,FGF12,FGF13,FKBP1A,FRMD3,FUT9,GABBR2,GABRB2,GAD1,GAP43,GDAP1L1,GNAO1,GNG4,GPM6B,GPR85,GRIA1,GRIA2,GRIA3,H1F0,H2AFZ,HAT1,HES6,HMGCR,HSF2,ICA1L,IGDCC4,IGSF3,INA,ISLR2,JPH4,KCNK2,KCNMB4,KIAA1549L,KIF26B,KIF5A,KLC1,PHOSPHO2-KLHL23,L1CAM,LIN7A,LINGO1,LMO3,LMO4,LONRF2,LRRC7,LRRN3,LRRTM4,LSAMP,LSM7,LZTS1,MAGEH1,MAGI1,MAPT,MASP1,MDK,MEIS2,MLLT11,MLLT3,MN1,MOB3B,MPPED1,MPPED2,MPRIP,MRPL45,MSRA,MTCH2,MTPN,MVD,MYCN,MYT1L,NAP1L1,NAV1,NCAM1,NCS1,NDN,NDST3,NELL2,NEO1,NEUROD2,NEUROD6,NFIA,NFIX,NHSL1,NKAIN1,NKAIN2,NME1,NNAT,NOVA2,NRCAM,NRXN2,NRXN3,NTM,NTRK3,NUDT3,NUMBL,OSBPL6,PA2G4,PAFAH1B3,PALLD,PAX6,PCDH11X,PCDH9,PCGF3,PDAP1,PDCD5,PDZD4,PFDN4,PKIA,PNMA2,POU3F2,POU3F3,POU6F1,PPFIA2,PPP2R2B,PPP2R3A,PRDM8,PRKAR2B,PSIP1,PSMB4,PSMB5,PSMC1,PSMD14,PSMG4,PTN,RAB33A,RAB6A,RBFOX1,RBFOX2,RBM4,RFTN2,RIMKLB,RNF157,RNF165,RNPS1,ROBO1,ROBO2,RORB,RPL38,RPS15A,RRM1,RYR2,SATB1,SATB2,SBK1,SC5D,SCG3,SCN3B,SCRN1,SEC61B,SEPT3,SEPT6,SF3B5,SFXN3,SH3GL3,SH3YL1,SHC3,SHISA9,SLC1A3,SLC22A23,SLC44A5,SLC6A15,SLITRK5,SNCA,SOX12,SOX2,SOX6,SQLE,SREBF2,SRGAP1,SRGAP3,SRRM4,SS18L1,SSBP3,ST8SIA2,STC1,STMN1,STMN2,STMN4,SUGP2,SYBU,SYT4,TBC1D30,TBRG1,THRA,TIAM2,TKT,TMEM150C,TMOD2,TMPO,TMSB10,TNIK,TOMM5,TOX3,TP53I11,TRIB2,TRIM9,TSC22D1,TSPAN18,TTC3,TTC39C,TUBA1A,TUBA1B,TUBB,TUBB2B,TXN,UBE2QL1,UBE2R2,UCHL1,VAMP2,VANGL2,VASH1,VASH2,WASF1,WDR13,YWHAE,YWHAQ,ZNF462,ZNF704"
"14","blue",4,"Lake 2018 Ex8","Lake 2018 Ex8","Cell Types",1.40698405503399e-18,8.55446305460667e-16,7.77678459509697e-17,94,0.0652324774462179,0.0271224927463101,2.40510627309846,2189,1441,0.437209302325581,215,"Lake 2018 Ex8","ADAM23,ADCY2,AK5,ARHGAP21,ARPP19,BMPER,C16orf45,CABP1,CACNA1B,CACNA1C,CACNA1E,CDH2,CELF5,CHRM3,CHSY3,CLSTN2,CNTNAP5,CPLX2,CREG2,CSMD1,DACH1,DCLK1,DSCAML1,ENOX1,EPHA4,ERC2,FHOD3,FMN2,GABRB3,GALNT14,GAP43,GNAO1,GNG7,GRIA1,GRIP1,GSG1L,ICA1L,SCHIP1,KALRN,KCNQ3,KCNQ5,KIF5A,KIFC2,LINGO1,LMO4,LSAMP,MAGI1,MMP16,MNAT1,NECAB1,NELL2,NRCAM,NTNG2,PCDH9,PLEKHA5,POSTN,PPFIA2,PRICKLE2,PRMT8,PTPRN2,PTPRT,RALYL,RBFOX1,RIMS2,RIT2,RPL32,RPL37A,RPL38,SATB2,SCN3A,SEMA6D,SEPT11,SETBP1,SHC3,SLIT1,SNCA,SPOCK1,SRGAP3,STMN1,SUSD4,SV2B,SYNPR,SYT7,TAGLN3,THY1,TMEM178A,TMSB10,TRIM9,TTLL11,UCHL1,UNC13A,UNC5C,UNC5D,WASF1"
"15","blue",5,"Lake 2018 Ex6b","Lake 2018 Ex6b","Cell Types",1.882712213622e-18,1.14468902588217e-15,9.53907521568479e-17,79,0.054823039555864,0.0209410874227324,2.61796526842972,2189,1441,0.475903614457831,166,"Lake 2018 Ex6b","ADAM23,ADCY1,AK5,ARPP21,BCL11A,BMPER,CABP1,CACNA1B,CACNA1E,CDH2,CELF5,CHN1,CHRM3,CHSY3,CLSTN2,CNTNAP5,CSMD1,CSRNP3,DCLK1,DIP2A,DIRAS2,DKK3,DLC1,DPP10,DSCAML1,EPHA5,ERC2,FAM155A,FOXP2,FUT9,GABRB3,GRIA3,GRIK3,GRM3,GRM5,HECW1,KALRN,KCNH7,KCNMB4,KCNQ5,KIFC2,LRP1B,LRRC7,LRRTM3,LRRTM4,LUZP2,MDGA2,MEIS2,MMP16,MYT1L,NELL2,NFIB,NGEF,NKAIN2,NRCAM,OPCML,PAK3,PCDH11X,PCDH11Y,PHACTR1,PLEKHA5,PRICKLE2,PTPRN2,RALYL,RIMS2,ROBO2,RYR2,RYR3,SCN3A,SCN3B,SEPT11,SLIT1,SUSD4,SV2B,THY1,TMEFF2,TMEM178A,UCHL1,ZFPM2"
"16","blue",6,"Nowakowski 2017 Newborn Excitatory Neuron - early born","Nowakowski 2017 Newborn Excitatory Neuron - early born","Cell Types",2.24082296146219e-17,1.36242036056901e-14,1.04801566197616e-15,366,0.253990284524636,0.174719313737858,1.45370468261862,2189,1441,0.264259927797834,1385,"Nowakowski 2017 Newborn Excitatory Neuron - early born","ACOT7,ADAM19,ADCYAP1R1,ADD2,ADK,AKAP12,AKAP6,ANK3,ANKRD13B,ANKRD28,ANP32A,ANXA5,APC2,APRT,ARHGAP21,ARPP21,ASXL3,ATAT1,ATCAY,ATL1,ATP1A3,ATP2B4,ATP6V1G2,ATXN7L3B,AUTS2,AXL,B3GALT1,B3GAT1,BCL11A,BCL11B,BCL7A,BEX1,BEX2,BHLHE22,BRD3,BUB3,BZW2,C16orf45,C1orf21,CACNA1E,CALU,CAMKV,CAMTA1,CBLB,CCDC124,CCDC88C,CCT2,CCT7,CD24,CDH2,CDH4,CDO1,CDON,CELF3,CELF5,CELSR3,CENPC,CKS2,CNIH2,CNKSR2,CNR1,CNTN2,COL11A1,COPS8,CPE,CRMP1,CSRNP3,CTNNA2,CTNNB1,DAB1,DBN1,DCAF7,DCC,DCHS1,DCLK2,DCTN3,DDAH1,DGCR8,DHCR7,DISP2,DLX2,DOK5,DPP6,DPYSL5,DYNLT1,EEF1D,EFR3B,EIF3K,ELAVL2,ELAVL3,ELAVL4,ENOX1,EPHA3,EPHA4,EPHA5,EPHA7,EPHB1,EPHB6,ERC2,FABP7,FAM171A1,FAM49A,FAT4,FDFT1,FEZ1,FEZF2,FGF12,FGFBP3,FKBP1A,FRMD3,FSTL5,FUBP3,FXYD6,GABRB3,GAD1,GAP43,GDAP1L1,GNG4,GPR153,GPR161,GRIA2,GRIA3,GRIK2,GRIP1,GTF2F2,H1F0,H2AFV,H2AFY2,H2AFZ,HAT1,HDAC2,HECW1,HES6,HIF3A,HMGB3,HMGCR,HSD17B7,HUNK,ICA1L,IGDCC4,IGF2BP1,IGSF3,ILF2,INA,IRGQ,ISLR2,JPH4,KBTBD11,KCNMB4,KCNN3,KCNQ3,KCTD3,KDM1A,KIAA1549,SHISAL1,KIF5A,KIF5C,PHOSPHO2-KLHL23,L1CAM,LDHA,LHX2,LINGO1,LRRC7,LSAMP,LSM3,LSM5,MAGI1,MAP3K13,MASP1,MDK,MEA1,MEIS2,MEX3A,MLLT11,MLLT3,MN1,MOB3B,MPPED2,MRTO4,MSRA,MYCN,MYEF2,MYO5A,MYT1L,NAV1,NCAM2,NCS1,NDST3,NELL2,NEO1,NETO2,NEUROD1,NEUROD2,NEUROD6,NFIA,NFIB,NFIX,NHLH1,NHLH2,NHSL1,NKAIN1,NKAIN2,NME1,NNAT,NOVA2,NPAS3,NRCAM,NRXN1,NRXN3,NTM,NTRK3,NUDCD2,NUDT21,NUMBL,NUP85,OSBPL10,OTUB1,PAFAH1B2,PALLD,PAX6,PBX1,PCDH17,PCDH9,PDCD5,PDE10A,PDE1C,PDP1,PFDN4,PGAP1,PGBD5,PHACTR3,PIK3C2B,PLXNA3,POLR2J,POU3F2,POU3F3,PPFIA2,PPP2R2B,PPP2R3A,PRDM8,PRMT1,PRRC2B,PSAT1,PSMA7,PSMB5,PSMC4,PSMD13,PSMD14,PSMD6,PTN,PTPRS,PTPRZ1,RAB3C,RAB3D,RBFOX1,RBFOX2,RBFOX3,RBM4B,RBM8A,RBMX,RCOR2,RFTN2,ROBO2,RPA2,RPAP3,RRM1,RUFY2,RUFY3,RUNDC3A,RWDD1,SACS,SATB2,SBK1,SCG3,SCN3A,SCN3B,SCN8A,SCRN1,SCRT2,SEC61B,SEMA6D,SEPT3,SETBP1,SEZ6,SFXN3,SGTB,SLC17A6,SLC1A3,SLC22A23,SLC44A5,SLC6A15,SLIT1,SLITRK1,SLITRK2,SMARCB1,SMARCC1,SMARCE1,SNAP25,SNRNP40,SOX11,SOX12,SOX2,SOX6,SPCS3,SPIN1,SQLE,SREBF2,SRGAP1,SRGAP3,SRRM4,SRSF1,SSBP3,SSRP1,SSTR2,ST18,ST8SIA1,ST8SIA2,STMN2,STMN3,SYT16,SYT4,TAGLN3,TBC1D7,TBR1,TIAM2,TIMM13,TKT,TMEM132B,TMOD2,TMSB10,TNIK,TOP2B,TOX3,TP53I11,TRIB2,TSC22D1,TSN,TSPAN18,TSR1,TTC39C,TUBA1A,TUBA1B,TUBB2B,TUBB3,TWF1,TXN,UBE2L3,UCK2,UNC5D,UNC79,USP49,VAMP2,VANGL2,VASH1,VASH2,VEZT,VPS36,WNK2,YBX1,YWHAE,ZBTB8A,ZFPM2,ZNF428,ZNF462,ZNF518B,ZNF704"
"17","blue",7,"Nowakowski 2017 Oligodendrocyte progenitor cell","Nowakowski 2017 Oligodendrocyte progenitor cell","Cell Types",4.03650382962648e-17,2.4541943284129e-14,1.63612955227527e-15,167,0.11589174184594,0.0634540179134603,1.8263893391904,2189,1441,0.332007952286282,503,"Nowakowski 2017 Oligodendrocyte progenitor cell","ACTN4,ALCAM,ATCAY,AUTS2,AXL,BAALC,BCAN,BCAT1,BCL11A,BCL11B,C1orf21,C8orf46,CADM4,CD24,CDCA7L,CDH10,CDO1,CDON,CHRM3,CHST3,CNR1,COL11A1,COL20A1,COL9A1,COL9A2,CSMD1,CSPG5,DAG1,DCX,DDAH1,DGKB,DLX2,DNM3,DPP10,DPP6,DPYSL3,ELAVL2,ELAVL4,EPHA3,EPHA4,EPHA5,ERGIC1,FAM49A,FAM84A,FGF12,FGF14,FGFBP3,FLRT1,GAD1,GALNT13,GNB4,GPM6B,GRIA2,GRIA4,GRID2,GRIK2,GRM5,HIP1,IGSF3,KALRN,KCND2,KIF5A,LINGO1,LRP1B,LRRC4C,LRRN1,LRRN3,LRRTM3,LRRTM4,LSAMP,LUZP2,LYPD1,MAGI1,MDGA2,MEX3A,MMP16,MN1,MPZL1,MYBL1,MYT1L,NCAM2,NEUROD6,NKAIN4,NLGN1,NLGN3,NME1,NNAT,NOMO1,NRIP3,NTM,NTN1,NTRK3,NXPH1,OLIG1,OPCML,PAFAH1B2,PAX6,PBX1,PCDH11X,PCDH11Y,PCDH15,PCDH17,PCDH9,PCDHGC3,PDE1C,PHLDB1,PHLPP1,PHYHIPL,PLAT,PLEKHA5,PPP2R2B,PTN,PTPRZ1,RALYL,RBFOX1,RBFOX2,RFTN2,RIT2,RNF157,ROBO2,RPL37A,SASH1,SATB1,SBK1,SCG3,SCRG1,SDC3,SEMA5A,SEMA6D,SEPT8,SETBP1,SHC3,SHISA7,SHISA9,SLC2A13,SLITRK2,SMAD5,SMOC1,SOX11,SOX2,SOX6,SPCS3,SPIN1,SPRY2,SPRY4,SRRM4,SSBP3,ST8SIA2,STMN1,STMN2,TAF2,TBR1,TCF7L1,THY1,TMEFF2,TMEM132B,TMEM163,TMSB10,TNK2,TRIB2,TTYH1,TUBB,VCAN,VSTM2B,WASF1,WSCD1,ZNF462"
"18","blue",8,"Nowakowski 2017 MGE Radial Glia 2","Nowakowski 2017 MGE Radial Glia 2","Cell Types",2.75292748849521e-16,1.67377991300509e-13,9.84576419414758e-15,234,0.162387231089521,0.100668600983979,1.6130871940434,2189,1441,0.293233082706767,798,"Nowakowski 2017 MGE Radial Glia 2","ADD2,AIF1L,AK4,AKAP6,ALDH1B1,ANAPC11,ANK3,ANXA5,ARPP21,ASCL1,ASXL3,ATCAY,AUTS2,AXL,B3GALT1,BCAN,BCL11A,BCL11B,BEX2,BTF3,BZW2,CAMTA1,CBLB,CCT3,CCT5,CD24,CDK4,CDO1,CENPC,CENPK,CHL1,CKS2,CLASP1,CNR1,COL9A1,CPE,CRMP1,CSRNP3,CTNNA2,CTNNB1,CYR61,DAB1,DACH1,DCHS1,DCLK1,DCX,DDAH1,DHFR,DLX1,DLX2,DNM3,DNMT1,DUT,EEF1D,EGFR,EIF3E,ELAVL2,ELAVL3,EPHA3,EPHA5,EPHB2,EXOSC9,FABP7,FAM49A,FEM1B,FGF12,FRMD5,FUT9,G2E3,GABRB3,GINS2,GMNN,GNAO1,GPATCH4,GRIA1,GRIA2,GRIA3,H2AFY,H2AFZ,HAT1,HAUS1,HES6,IGDCC4,IGSF11,IGSF3,INA,ITSN1,KALRN,KCNQ3,KIAA1549,KIF5A,KIF5C,KLC1,LDHA,LIG1,LIPG,LMO1,LRP2,LRRC7,LSM2,MAD2L1,MAP3K13,MAPT,MCM4,MCM6,MCM7,MDK,MLLT11,MLLT3,MOB3B,MPPED1,MRPL45,MSRA,MYT1L,NAP1L1,NAV1,NCAM1,NCS1,NEUROD2,NEUROD6,NFIA,NFIB,NFIX,NME1,NME4,NNAT,NRCAM,NRXN1,NTRK3,NUCKS1,NUP43,ORC6,PA2G4,PAX6,PCDH17,PCDH9,PDLIM3,PDP1,PGAP1,PHACTR1,PHACTR3,PHGDH,PLEKHA5,POU3F2,PPFIA2,PPP2R2B,PRDX2,PRDX4,PRIM1,PRKAR2B,PTN,PTPRN2,PTPRS,PTPRZ1,RAB30,RAB6A,RAD18,RAD23A,RBFOX1,RBFOX2,RFC2,RFC3,RFC4,RFC5,RFTN2,RIMKLB,ROBO1,ROBO2,RORB,RPA2,RPL32,RPL37A,RRM1,RUFY2,RUFY3,SATB2,SBK1,SCG3,SCN3A,SCN3B,SEL1L3,SEMA5A,SEMA6D,SEPT3,SEZ6,SFRP2,SGIP1,SKP2,SMAD5,SNAP25,SNRPD1,SOX11,SOX2,SRGAP3,SRRM4,SRSF1,ST8SIA1,STMN1,STMN2,STMN4,SYT4,TAGLN3,TBR1,TCF7L1,TCP1,TIAM2,TMEM97,TMOD2,TMPO,TMSB10,TNC,TNIK,TOX3,TRIM16L,TRIM16,TRIM9,TSC22D1,TSPAN6,TTC3,TTC39C,TUBA1A,TUBA1B,TUBB,TUBB2B,TXN,UCHL1,UNC5D,UNC79,UNG,VEPH1,WASF1,YBX1,ZNF462,ZNF518B"
"19","blue",9,"Lake 2018 Ex2","Lake 2018 Ex2","Cell Types",4.11216410113423e-16,2.50019577348961e-13,1.38899765193867e-14,70,0.0485773768216516,0.0187965182288381,2.58438165144451,2189,1441,0.469798657718121,149,"Lake 2018 Ex2","ADCY1,AK5,CACNA1B,CACNA1C,CDH10,CDH2,CELF5,CHL1,CHN1,CHRM3,CHSY3,CLSTN2,CNTN3,CREG2,CSMD1,DCC,DCLK1,DGKB,DPP10,EPHA4,ERC2,FAM155A,GABRB3,GAP43,GRM5,HECW1,SCHIP1,KALRN,KCNH7,KCNQ3,KCNQ5,LMO4,LRRC4C,LRRC7,LRRTM3,LRRTM4,MLLT3,NDST3,NECAB1,NELL2,NKAIN2,NRCAM,NTRK3,OPCML,PAK3,PDE10A,PHACTR1,PPFIA2,PRICKLE2,PTPRT,RALYL,RGS6,RGS7,RIMS2,RORB,RUNDC3B,RYR2,SATB2,SCN3A,SCN8A,SEMA6D,SLC2A13,SLC44A5,ST6GALNAC5,STXBP5L,SYN2,TMEM132B,TMSB10,UCHL1,UNC5D"
"20","blue",10,"Nowakowski 2017 Astocyte","Nowakowski 2017 Astocyte","Cell Types",5.800943701643e-16,3.52697377059894e-13,1.85630198452576e-14,225,0.156141568355309,0.0962533114671376,1.62219424947907,2189,1441,0.294888597640891,763,"Nowakowski 2017 Astocyte","ABCC9,ACOT2,ACOT7,ACSBG1,ADCY2,ADCYAP1R1,AIF1L,AK4,ALCAM,ALDOC,ANK3,ANXA5,ARHGEF26,ATAT1,ATCAY,AUTS2,AXL,BAALC,BCAN,BCL11A,BCL11B,BEX1,BZW2,C2orf72,C8orf46,CACNA1E,CADM4,CCDC80,CD24,CDCA7L,CDON,CLDN10,CNR1,COL11A1,CPE,CRMP1,CSMD1,CSPG5,CSRNP3,CTNNB1,CTNND2,CXCL14,CYR61,DAG1,DCLK2,DCX,DDAH1,DGKB,DIO2,DLC1,DLX2,DPP6,DPYSL3,EGFR,ELAVL3,ELAVL4,ELOVL2,EMX2,EPHA3,EPHA5,FABP7,FAM181B,FGFBP3,FGFR3,FHL1,FJX1,FUT9,GAP43,GAS1,GCSH,GFAP,GJA1,GNG7,GPM6B,GRIA4,GRM3,GSTM2,GSTM4,H2AFZ,HAUS1,HDAC2,HEY1,HS2ST1,HSF2,HUNK,ID1,IDI1,IGDCC4,IGSF3,INA,KALRN,KCNQ3,KIF5A,LDLRAD3,LHX2,LRIG1,LRP1B,LRP4,LRRC4C,LRRC7,LRRN1,LRRN3,LRRTM3,LSAMP,LTBP1,LUZP2,LYPD1,MAGI1,MASP1,MEGF10,MEX3A,MLC1,MLLT11,MMP16,MPPED1,MRPS5,MTSS1L,MYT1L,NELL2,NEUROD2,NEUROD6,NFIB,NKAIN4,NLGN1,NLGN3,NNAT,NPAS3,NRXN1,NRXN3,NTM,NTRK3,NUP93,OLFM2,OLIG1,PAFAH1B3,PAK3,PAQR8,PAX6,PBX1,PCDH10,PCDH17,PCDH9,PCDHGC3,PDLIM3,PHGDH,PHLPP1,PHYHIPL,PKIA,PLEKHA5,PLXNC1,PPFIA2,PPP1R3C,PRKD1,PRRC2B,PSAT1,PSPH,PTN,PTPRS,PTPRZ1,RAB13,RBFOX1,RBFOX2,RFTN2,RFX4,RGMA,RGS20,RHOBTB3,RHOJ,RNF165,RPS15A,S100A16,SASH1,SBK1,SC5D,SCN3A,SCN3B,SCRG1,SDC3,SEL1L3,SEMA5A,SEMA6D,SEPT3,SEPT8,SERPINH1,SETBP1,SFXN5,SLC1A3,SLC25A27,SLC4A4,SLC6A11,SLITRK2,SMOC1,SNAP25,SOX11,SOX2,SOX8,SPARCL1,SPON1,SPRY2,SRRM4,SSBP3,ST8SIA2,STMN1,STMN2,SYT11,TAGLN3,TBR1,THUMPD1,TIMP1,TMEM132B,TMSB10,TNC,TNFRSF19,TNK2,TRAPPC3,TRIB2,TRIM9,TTC3,TTYH1,TUBA1A,TUBB,UCHL1,VPS36,WSCD1,YWHAQ"
